,otv,debris1,debris2,debris3,debris4,debris5,debris6,debris7,debris8,debris9,debris10
57,[-1.28071408 -0.2096356  -0.01823717],[-1.1581805   0.38717264  0.00326567],[-1.28071408 -0.2096356  -0.01823717],[0.16479365 1.04727188 0.12230672],[-0.38422911 -1.11315485 -0.07899322],[ 0.51219607 -0.95876861 -0.04309541],[-0.61255974 -1.11889471 -0.06826075],[-1.26888498 -0.20990058 -0.00966558],[ 0.10521297 -1.26054721 -0.09312494],[0.27562195 1.10744637 0.16400394],[-1.15321376e+00 -5.08134321e-02  3.76053082e-04]
58,[-1.28012019 -0.21319979 -0.01861091],[-1.15936241  0.38361915  0.00324661],[-1.28012019 -0.21319979 -0.01861091],[0.16083483 1.04787295 0.12242841],[-0.3806253  -1.11438526 -0.07909188],[ 0.51569314 -0.95689584 -0.04301408],[-0.60934431 -1.12063998 -0.06840979],[-1.26828373 -0.21349463 -0.00985893],[ 0.1088743  -1.26023505 -0.09314121],[0.27187932 1.10833629 0.16423924],[-1.15303792e+00 -5.46589862e-02  2.43300862e-04]
59,[-1.27951628 -0.2167623  -0.0189845 ],[-1.16053342  0.38006205  0.00322752],[-1.27951628 -0.2167623  -0.0189845 ],[0.15687374 1.04845925 0.12254836],[-0.37701753 -1.11560407 -0.07918971],[ 0.51918335 -0.95501034 -0.04293217],[-0.60612387 -1.12237603 -0.06855826],[-1.26767227 -0.21708696 -0.01005219],[ 0.11253471 -1.25991232 -0.09315669],[0.26813365 1.10921382 0.16447271],[-1.15284925e+00 -5.85039316e-02  1.10545933e-04]
60,[-1.27890235 -0.22032312 -0.01935795],[-1.16169351  0.37650137  0.00320839],[-1.27890235 -0.22032312 -0.01935795],[0.15291045 1.04903078 0.12266659],[-0.37340584 -1.11681125 -0.07928672],[ 0.52266666 -0.95311213 -0.04284968],[-0.60289845 -1.12410287 -0.06870618],[-1.26705061 -0.22067754 -0.01024538],[ 0.11619419 -1.25957901 -0.09317139],[0.26438499 1.11007895 0.16470434],[-1.15264774e+00 -6.23482256e-02 -2.22102265e-05]
61,[-1.2782784  -0.22388221 -0.01973124],[-1.16284268  0.37293716  0.00318924],[-1.2782784  -0.22388221 -0.01973124],[0.14894499 1.04958753 0.1227831 ],[-0.36979025 -1.11800679 -0.0793829 ],[ 0.52614302 -0.95120125 -0.04276663],[-0.59966808 -1.12582047 -0.06885353],[-1.26641874 -0.22426634 -0.01043848],[ 0.11985268 -1.25923513 -0.09318531],[0.26063338 1.11093168 0.16493413],[-1.15243340e+00 -6.61918254e-02 -1.54966139e-04]
62,[-1.27764443 -0.22743955 -0.02010438],[-1.16398091  0.36936943  0.00317006],[-1.27764443 -0.22743955 -0.02010438],[0.14497744 1.05012948 0.12289787],[-0.36617081 -1.11919069 -0.07947825],[ 0.52961237 -0.94927771 -0.04268301],[-0.59643278 -1.12752882 -0.06900031],[-1.26577668 -0.22785334 -0.0106315 ],[ 0.12351017 -1.25888068 -0.09319845],[0.25687885 1.11177199 0.16516208],[-1.15220622e+00 -7.00346882e-02 -2.87720326e-04]
63,[-1.27700046 -0.23099511 -0.02047736],[-1.1651082   0.36579824  0.00315084],[-1.27700046 -0.23099511 -0.02047736],[0.14100785 1.05065664 0.12301091],[-0.36254756 -1.12036293 -0.07957278],[ 0.53307468 -0.94734154 -0.04259882],[-0.59319258 -1.1292279  -0.06914653],[-1.26512443 -0.2314385  -0.01082443],[ 0.12716663 -1.25851566 -0.09321081],[0.25312145 1.11259988 0.16538818],[-1.15196622e+00 -7.38767712e-02 -4.20471309e-04]
64,[-1.27634648 -0.23454885 -0.02085018],[-1.16622453  0.3622236   0.0031316 ],[-1.27634648 -0.23454885 -0.02085018],[0.13703627 1.05116899 0.12312222],[-0.35892053 -1.1215235  -0.07966648],[ 0.5365299  -0.94539277 -0.04251407],[-0.58994751 -1.13091771 -0.06929218],[-1.264462   -0.2350218  -0.01101728],[ 0.13082201 -1.25814008 -0.09322238],[0.24936122 1.11341534 0.16561243],[-1.15171338e+00 -7.77180315e-02 -5.53217611e-04]
65,[-1.2756825  -0.23810076 -0.02122284],[-1.16732989  0.35864556  0.00311233],[-1.2756825  -0.23810076 -0.02122284],[0.13306276 1.05166654 0.12323179],[-0.35528976 -1.12267239 -0.07975934],[ 0.53997798 -0.94343143 -0.04242875],[-0.58669759 -1.13259823 -0.06943726],[-1.26378939 -0.23860321 -0.01121003],[ 0.1344763  -1.25775394 -0.09323317],[0.24559821 1.11421836 0.16583483],[-1.15144773e+00 -8.15584265e-02 -6.85957753e-04]
66,[-1.27500853 -0.24165081 -0.02159533],[-1.16842427  0.35506414  0.00309302],[-1.27500853 -0.24165081 -0.02159533],[0.12908737 1.05214926 0.12333962],[-0.35165529 -1.12380958 -0.07985138],[ 0.54341888 -0.94145753 -0.04234287],[-0.58344285 -1.13426944 -0.06958177],[-1.26310661 -0.2421827  -0.0114027 ],[ 0.13812946 -1.25735725 -0.09324318],[0.24183245 1.11500892 0.16605538],[-1.15116925e+00 -8.53979134e-02 -8.18690256e-04]
67,[-1.27432457 -0.24519896 -0.02196766],[-1.16950767  0.35147938  0.00307369],[-1.27432457 -0.24519896 -0.02196766],[0.12511017 1.05261715 0.12344572],[-0.34801716 -1.12493507 -0.07994259],[ 0.54685254 -0.93947111 -0.04225642],[-0.58018332 -1.13593133 -0.06972571],[-1.26241365 -0.24576024 -0.01159527],[ 0.14178146 -1.25694999 -0.09325241],[0.23806399 1.11578703 0.16627408],[-1.15087796e+00 -8.92364493e-02 -9.51413644e-04]
68,[-1.27363063 -0.24874519 -0.02233981],[-1.17058006  0.34789132  0.00305433],[-1.27363063 -0.24874519 -0.02233981],[0.1211312  1.05307022 0.12355008],[-0.3443754  -1.12604883 -0.08003296],[ 0.55027894 -0.93747219 -0.04216941],[-0.57691902 -1.13758389 -0.06986907],[-1.26171054 -0.2493358  -0.01178775],[ 0.14543227 -1.25653219 -0.09326085],[0.23429287 1.11655266 0.16649091],[-1.15057385e+00 -9.30739917e-02 -1.08412644e-03]
69,[-1.27292672 -0.25228947 -0.02271178],[-1.17164145  0.34429999  0.00303495],[-1.27292672 -0.25228947 -0.02271178],[0.11715053 1.05350844 0.1236527 ],[-0.34073005 -1.12715087 -0.0801225 ],[ 0.55369801 -0.9354608  -0.04208184],[-0.57364998 -1.1392271  -0.07001186],[-1.26099727 -0.25290935 -0.01198014],[ 0.14908186 -1.25610384 -0.09326851],[0.23051913 1.11730582 0.16670589],[-1.15025692 -0.0969105  -0.00121683]
70,[-1.27221283 -0.25583177 -0.02308358],[-1.17269182  0.34070542  0.00301553],[-1.27221283 -0.25583177 -0.02308358],[0.1131682  1.05393182 0.12375357],[-0.33708116 -1.12824116 -0.0802112 ],[ 0.55710972 -0.93343697 -0.04199371],[-0.57037622 -1.14086095 -0.07015408],[-1.26027385 -0.25648087 -0.01217243],[ 0.1527302  -1.25566495 -0.09327539],[0.22674281 1.1180465  0.166919  ],[-1.1499272  -0.10074592 -0.00134951]
71,[-1.27148897 -0.25937207 -0.0234552 ],[-1.17373117  0.33710764  0.00299608],[-1.27148897 -0.25937207 -0.0234552 ],[0.10918428 1.05434035 0.1238527 ],[-0.33342875 -1.1293197  -0.08029907],[ 0.56051401 -0.93140071 -0.04190502],[-0.56709778 -1.14248543 -0.07029572],[-1.25954028 -0.26005032 -0.01236462],[ 0.15637726 -1.25521552 -0.09328148],[0.22296396 1.11877467 0.16713025],[-1.14958466 -0.10458023 -0.00148219]
72,[-1.27075516 -0.26291034 -0.02382663],[-1.17475947  0.3335067   0.00297661],[-1.27075516 -0.26291034 -0.02382663],[0.10519882 1.05473402 0.12395009],[-0.32977287 -1.13038648 -0.0803861 ],[ 0.56391085 -0.92935207 -0.04181577],[-0.56381468 -1.14410052 -0.07043678],[-1.25879658 -0.26361768 -0.01255671],[ 0.160023   -1.25475555 -0.0932868 ],[0.21918262 1.11949035 0.16733962],[-1.14922933 -0.10841337 -0.00161484]
73,[-1.27001139 -0.26644655 -0.02419788],[-1.17577673  0.32990262  0.00295711],[-1.27001139 -0.26644655 -0.02419788],[0.10121188 1.05511283 0.12404573],[-0.32611355 -1.13144148 -0.08047229],[ 0.56730019 -0.92729106 -0.04172597],[-0.56052695 -1.14570621 -0.07057726],[-1.25804274 -0.26718292 -0.01274871],[ 0.1636674  -1.25428505 -0.09329132],[0.21539883 1.12019352 0.16754713],[-1.1488612  -0.1122453  -0.00174748]
74,[-1.26925767 -0.26998067 -0.02456893],[-1.17678292  0.32629543  0.00293758],[-1.26925767 -0.26998067 -0.02456893],[0.09722351 1.05547677 0.12413962],[-0.32245084 -1.13248469 -0.08055765],[ 0.57068198 -0.92521772 -0.04163561],[-0.55723462 -1.14730249 -0.07071717],[-1.25727878 -0.27074601 -0.01294059],[ 0.16731043 -1.25380403 -0.09329507],[0.21161263 1.12088417 0.16775277],[-1.14848028 -0.11607599 -0.0018801 ]
75,[-1.26849401 -0.27351268 -0.0249398 ],[-1.17777806  0.32268518  0.00291802],[-1.26849401 -0.27351268 -0.0249398 ],[0.09323377 1.05582584 0.12423176],[-0.31878477 -1.13351611 -0.08064217],[ 0.57405617 -0.92313207 -0.0415447 ],[-0.5539377  -1.14888934 -0.07085649],[-1.25650469 -0.27430691 -0.01313238],[ 0.17095205 -1.25331247 -0.09329803],[0.20782407 1.12156229 0.16795653],[-1.14808657 -0.11990538 -0.0020127 ]
76,[-1.26772041 -0.27704255 -0.02531047],[-1.17876211  0.31907189  0.00289844],[-1.26772041 -0.27704255 -0.02531047],[0.08924272 1.05616003 0.12432215],[-0.31511538 -1.13453572 -0.08072584],[ 0.57742274 -0.92103414 -0.04145323],[-0.55063623 -1.15046676 -0.07099523],[-1.25572049 -0.27786561 -0.01332406],[ 0.17459224 -1.2528104  -0.09330021],[0.20403319 1.12222788 0.16815842],[-1.14768007 -0.12373344 -0.00214527]
77,[-1.26693688 -0.28057024 -0.02568094],[-1.17973508  0.31545561  0.00287883],[-1.26693688 -0.28057024 -0.02568094],[0.08525041 1.05647934 0.12441079],[-0.3114427  -1.13554351 -0.08080868],[ 0.58078162 -0.91892396 -0.04136121],[-0.54733024 -1.15203472 -0.07113339],[-1.25492618 -0.28142207 -0.01351563],[ 0.17823096 -1.25229782 -0.09330161],[0.20024002 1.12288093 0.16835843],[-1.1472608  -0.12756011 -0.00227782]
78,[-1.26614342 -0.28409574 -0.02605121],[-1.18069696  0.31183635  0.00285919],[-1.26614342 -0.28409574 -0.02605121],[0.0812569  1.05678376 0.12449768],[-0.30776678 -1.13653947 -0.08089067],[ 0.58413277 -0.91680155 -0.04126865],[-0.54401976 -1.15359321 -0.07127096],[-1.25412177 -0.28497627 -0.01370709],[ 0.18186819 -1.25177472 -0.09330222],[0.19644462 1.12352144 0.16855655],[-1.14682875 -0.13138537 -0.00241035]
79,[-1.26534005 -0.28761901 -0.02642127],[-1.18164773  0.30821416  0.00283952],[-1.26534005 -0.28761901 -0.02642127],[0.07726225 1.05707329 0.12458281],[-0.30408766 -1.13752359 -0.08097183],[ 0.58747615 -0.91466694 -0.04117553],[-0.5407048  -1.15514223 -0.07140794],[-1.25330727 -0.28852817 -0.01389844],[ 0.18550389 -1.25124111 -0.09330205],[0.19264702 1.12414938 0.16875279],[-1.14638394 -0.13520917 -0.00254285]
80,[-1.26452677 -0.29114003 -0.02679113],[-1.18258739  0.30458908  0.00281983],[-1.26452677 -0.29114003 -0.02679113],[0.0732665  1.05734793 0.12466618],[-0.30040536 -1.13849586 -0.08105213],[ 0.59081172 -0.91252017 -0.04108187],[-0.5373854  -1.15668175 -0.07154434],[-1.25248267 -0.29207776 -0.01408968],[ 0.18913803 -1.250697   -0.0933011 ],[0.18884727 1.12476477 0.16894715],[-1.14592636 -0.13903146 -0.00267532]
81,[-1.26370358 -0.29465877 -0.02716078],[-1.18351593  0.30096113  0.00280011],[-1.26370358 -0.29465877 -0.02716078],[0.06926973 1.05760766 0.1247478 ],[-0.29671994 -1.13945628 -0.0811316 ],[ 0.59413943 -0.91036126 -0.04098766],[-0.53406159 -1.15821178 -0.07168016],[-1.251648   -0.29562498 -0.01428081],[ 0.19277058 -1.2501424  -0.09329936],[0.18504541 1.12536759 0.16913962],[-1.14545602 -0.1428522  -0.00280776]
82,[-1.26287049 -0.29817519 -0.02753021],[-1.18443333  0.29733035  0.00278036],[-1.26287049 -0.29817519 -0.02753021],[0.06527198 1.05785249 0.12482767],[-0.29303142 -1.14040482 -0.08121022],[ 0.59745923 -0.90819024 -0.0408929 ],[-0.53073338 -1.15973228 -0.07181538],[-1.25080324 -0.29916983 -0.01447182],[ 0.19640152 -1.2495773  -0.09329684],[0.18124148 1.12595783 0.16933019],[-1.14497292 -0.14667135 -0.00294017]
83,[-1.2620275  -0.30168929 -0.02789943],[-1.1853396   0.29369677  0.00276059],[-1.2620275  -0.30168929 -0.02789943],[0.0612733  1.05808242 0.12490577],[-0.28933986 -1.14134148 -0.08128799],[ 0.60077109 -0.90600713 -0.0407976 ],[-0.52740082 -1.16124326 -0.07195001],[-1.24994842 -0.30271228 -0.01466272],[ 0.20003081 -1.24900171 -0.09329354],[0.17743553 1.12653549 0.16951888],[-1.14447708 -0.15048887 -0.00307254]
84,[-1.26117463 -0.30520102 -0.02826844],[-1.18623472  0.29006043  0.0027408 ],[-1.26117463 -0.30520102 -0.02826844],[0.05727377 1.05829743 0.12498211],[-0.28564528 -1.14226625 -0.08136491],[ 0.60407495 -0.90381198 -0.04070176],[-0.52406392 -1.1627447  -0.07208406],[-1.24908354 -0.30625228 -0.0148535 ],[ 0.20365842 -1.24841564 -0.09328945],[0.17362759 1.12710056 0.16970567],[-1.14396849 -0.15430471 -0.00320489]
85,[-1.26031189 -0.30871036 -0.02863722],[-1.18711869  0.28642137  0.00272097],[-1.26031189 -0.30871036 -0.02863722],[0.05327343 1.05849754 0.12505669],[-0.28194772 -1.14317912 -0.08144099],[ 0.60737078 -0.9016048  -0.04060538],[-0.52072272 -1.16423658 -0.0722175 ],[-1.2482086  -0.30978982 -0.01504416],[ 0.20728432 -1.24781909 -0.09328459],[0.16981772 1.12765303 0.16989056],[-1.14344716 -0.15811883 -0.00333719]
86,[-1.25943926 -0.31221728 -0.02900577],[-1.18799149  0.28277961  0.00270112],[-1.25943926 -0.31221728 -0.02900577],[0.04927233 1.05868273 0.12512951],[-0.27824723 -1.14408009 -0.08151622],[ 0.61065853 -0.89938562 -0.04050846],[-0.51737724 -1.1657189  -0.07235036],[-1.24732362 -0.31332487 -0.01523469],[ 0.21090848 -1.24721207 -0.09327893],[0.16600594 1.1281929  0.17007356],[-1.14291311 -0.1619312  -0.00346946]
87,[-1.25855678 -0.31572175 -0.0293741 ],[-1.18885312  0.27913519  0.00268125],[-1.25855678 -0.31572175 -0.0293741 ],[0.04527055 1.058853   0.12520057],[-0.27454384 -1.14496913 -0.0815906 ],[ 0.61393815 -0.89715448 -0.04041099],[-0.51402751 -1.16719164 -0.07248262],[-1.24642859 -0.31685739 -0.01542511],[ 0.21453087 -1.24659457 -0.0932725 ],[0.16219231 1.12872017 0.17025466],[-1.14236632 -0.16574176 -0.00360169]
88,[-1.25766443 -0.31922376 -0.0297422 ],[-1.18970357  0.27548814  0.00266135],[-1.25766443 -0.31922376 -0.0297422 ],[0.04126812 1.05900835 0.12526986],[-0.27083758 -1.14584625 -0.08166413],[ 0.61720961 -0.89491141 -0.04031299],[-0.51067355 -1.16865479 -0.07261429],[-1.24552354 -0.32038736 -0.0156154 ],[ 0.21815146 -1.24596662 -0.09326528],[0.15837687 1.12923482 0.17043385],[-1.14180682 -0.16955047 -0.00373388]
89,[-1.25676223 -0.32272326 -0.03011007],[-1.19054283  0.27183851  0.00264143],[-1.25676223 -0.32272326 -0.03011007],[0.03726511 1.05914877 0.12533739],[-0.26712851 -1.14671143 -0.08173681],[ 0.62047286 -0.89265643 -0.04021446],[-0.5073154  -1.17010834 -0.07274536],[-1.24460845 -0.32391476 -0.01580556],[ 0.22177021 -1.2453282  -0.09325728],[0.15455966 1.12973686 0.17061114],[-1.1412346  -0.1733573  -0.00386603]
90,[-1.25585019 -0.32622023 -0.03047769],[-1.1913709   0.26818632  0.00262148],[-1.25585019 -0.32622023 -0.03047769],[0.03326158 1.05927428 0.12540315],[-0.26341665 -1.14756467 -0.08180864],[ 0.62372785 -0.89038958 -0.04011539],[-0.50395308 -1.17155228 -0.07287583],[-1.24368335 -0.32743954 -0.0159956 ],[ 0.22538711 -1.24467934 -0.0932485 ],[0.15074072 1.13022627 0.17078652],[-1.14064968 -0.17716219 -0.00399814]
91,[-1.25492831 -0.32971465 -0.03084509],[-1.19218776  0.2645316   0.0026015 ],[-1.25492831 -0.32971465 -0.03084509],[0.02925758 1.05938485 0.12546714],[-0.25970205 -1.14840595 -0.08187962],[ 0.62697454 -0.88811088 -0.04001578],[-0.50058663 -1.17298659 -0.07300571],[-1.24274823 -0.33096169 -0.01618551],[ 0.22900212 -1.24402002 -0.09323893],[0.1469201  1.13070305 0.17095999],[-1.14005205 -0.18096512 -0.0041302 ]
92,[-1.2539966  -0.33320648 -0.03121224],[-1.19299341  0.2608744   0.0025815 ],[-1.2539966  -0.33320648 -0.03121224],[0.02525317 1.0594805  0.12552937],[-0.25598475 -1.14923527 -0.08194974],[ 0.6302129  -0.88582036 -0.03991564],[-0.49721605 -1.17441126 -0.07313498],[-1.24180311 -0.33448118 -0.01637528],[ 0.2326152  -1.24335027 -0.09322859],[0.14309783 1.13116719 0.17113156],[-1.13944173 -0.18476603 -0.00426222]
93,[-1.25305506 -0.33669571 -0.03157914],[-1.19378784  0.25721475  0.00256148],[-1.25305506 -0.33669571 -0.03157914],[0.0212484  1.05956122 0.12558983],[-0.25226478 -1.15005262 -0.08201901],[ 0.63344287 -0.88351807 -0.03981498],[-0.4938414  -1.17582629 -0.07326365],[-1.240848   -0.33799797 -0.01656493],[ 0.23622633 -1.24267007 -0.09321745],[0.13927397 1.1316187  0.17130121],[-1.13881873 -0.18856488 -0.00439418]
94,[-1.25210371 -0.34018229 -0.0319458 ],[-1.19457104  0.25355267  0.00254143],[-1.25210371 -0.34018229 -0.0319458 ],[0.01724333 1.05962701 0.12564851],[-0.24854218 -1.15085799 -0.08208742],[ 0.63666441 -0.88120402 -0.03971378],[-0.49046268 -1.17723165 -0.07339172],[-1.23988289 -0.34151205 -0.01675444],[ 0.23983548 -1.24197945 -0.09320554],[0.13544855 1.13205756 0.17146895],[-1.13818304 -0.19236163 -0.0045261 ]
95,[-1.25114255 -0.34366622 -0.0323122 ],[-1.19534301  0.24988821  0.00252136],[-1.25114255 -0.34366622 -0.0323122 ],[0.01323802 1.05967786 0.12570543],[-0.24481699 -1.15165136 -0.08215498],[ 0.63987749 -0.87887824 -0.03961205],[-0.48707994 -1.17862734 -0.07351919],[-1.23890781 -0.34502337 -0.01694382],[ 0.24344261 -1.2412784  -0.09319285],[0.13162162 1.13248376 0.17163477],[-1.13753468 -0.19615624 -0.00465797]
96,[-1.25017159 -0.34714745 -0.03267836],[-1.19610374  0.24622141  0.00250127],[-1.25017159 -0.34714745 -0.03267836],[0.00923252 1.05971379 0.12576057],[-0.24108925 -1.15243274 -0.08222169],[ 0.64308205 -0.87654078 -0.0395098 ],[-0.48369319 -1.18001335 -0.07364605],[-1.23792275 -0.34853192 -0.01713306],[ 0.2470477  -1.24056694 -0.09317937],[0.12779321 1.13289732 0.17179867],[-1.13687365 -0.19994867 -0.00478979]
97,[-1.24919083 -0.35062596 -0.03304426],[-1.19685322  0.24255228  0.00248115],[-1.24919083 -0.35062596 -0.03304426],[0.00522689 1.05973478 0.12581395],[-0.237359   -1.15320212 -0.08228753],[ 0.64627805 -0.87419165 -0.03940702],[-0.48030247 -1.18138966 -0.07377231],[-1.23692773 -0.35203766 -0.01732217],[ 0.25065072 -1.23984506 -0.09316511],[0.12396338 1.13329821 0.17196065],[-1.13619997 -0.20373887 -0.00492155]
98,[-1.24820029 -0.35410172 -0.0334099 ],[-1.19759144  0.23888088  0.00246101],[-1.24820029 -0.35410172 -0.0334099 ],[0.00122119 1.05974084 0.12586555],[-0.23362627 -1.15395948 -0.08235253],[ 0.64946546 -0.87183089 -0.03930372],[-0.4769078  -1.18275626 -0.07389797],[-1.23592275 -0.35554057 -0.01751113],[ 0.25425163 -1.23911277 -0.09315007],[0.12013216 1.13368644 0.17212071],[-1.13551363 -0.2075268  -0.00505326]
99,[-1.24719998 -0.35757471 -0.03377527],[-1.1983184   0.23520723  0.00244085],[-1.24719998 -0.35757471 -0.03377527],[-0.00278453  1.05973197  0.12591537],[-0.22989112 -1.15470482 -0.08241666],[ 0.65264423 -0.86945854 -0.03919989],[-0.47350922 -1.18411315 -0.07402301],[-1.23490782 -0.35904061 -0.01769995],[ 0.25785041 -1.23837008 -0.09313424],[0.1162996  1.134062   0.17227885],[-1.13481465 -0.21131242 -0.00518492]
100,[-1.24618989 -0.3610449  -0.03414039],[-1.19903409  0.23153136  0.00242066],[-1.24618989 -0.3610449  -0.03414039],[-0.00679021  1.05970816  0.12596343],[-0.22615356 -1.15543814 -0.08247993],[ 0.65581432 -0.86707462 -0.03909554],[-0.47010674 -1.18546031 -0.07414745],[-1.23388295 -0.36253777 -0.01788864],[ 0.26144702 -1.237617   -0.09311764],[0.11246574 1.13442489 0.17243506],[-1.13410304 -0.21509569 -0.00531651]
101,[-1.24517004 -0.36451226 -0.03450523],[-1.19973851  0.22785332  0.00240045],[-1.24517004 -0.36451226 -0.03450523],[-0.01079579  1.05966942  0.1260097 ],[-0.22241366 -1.15615941 -0.08254235],[ 0.65897568 -0.86467916 -0.03899068],[-0.46670041 -1.18679773 -0.07427128],[-1.23284815 -0.366032   -0.01807717],[ 0.26504145 -1.23685353 -0.09310025],[0.10863062 1.1347751  0.17258935],[-1.13337879 -0.21887656 -0.00544805]
102,[-1.24414044 -0.36797677 -0.03486981],[-1.20043164  0.22417314  0.00238022],[-1.24414044 -0.36797677 -0.03486981],[-0.01480122  1.05961575  0.12605421],[-0.21867143 -1.15686864 -0.0826039 ],[ 0.66212828 -0.8622722  -0.03888529],[-0.46329023 -1.1881254  -0.07439449],[-1.23180343 -0.36952329 -0.01826556],[ 0.26863364 -1.23607968 -0.09308208],[0.10479429 1.13511263 0.17274171],[-1.13264193 -0.22265499 -0.00557952]
103,[-1.24310108 -0.37143839 -0.03523411],[-1.20111349  0.22049085  0.00235996],[-1.24310108 -0.37143839 -0.03523411],[-0.01880645  1.05954715  0.12609693],[-0.21492693 -1.15756583 -0.0826646 ],[ 0.66527206 -0.85985378 -0.03877939],[-0.45987626 -1.1894433  -0.0745171 ],[-1.23074879 -0.37301161 -0.01845381],[ 0.27222358 -1.23529545 -0.09306313],[0.10095679 1.13543747 0.17289213],[-1.13189245 -0.22643095 -0.00571093]
104,[-1.242052   -0.3748971  -0.03559814],[-1.20178403  0.21680648  0.00233968],[-1.242052   -0.3748971  -0.03559814],[-0.0228114   1.05946361  0.12613788],[-0.21118019 -1.15825095 -0.08272443],[ 0.668407   -0.85742391 -0.03867297],[-0.4564585  -1.19075144 -0.07463909],[-1.22968424 -0.37649692 -0.0186419 ],[ 0.27581124 -1.23450086 -0.0930434 ],[0.09711816 1.13574963 0.17304063],[-1.13113038 -0.23020438 -0.00584228]
105,[-1.24099318 -0.37835288 -0.03596188],[-1.20244328  0.21312008  0.00231938],[-1.24099318 -0.37835288 -0.03596188],[-0.02681604  1.05936515  0.12617705],[-0.20743124 -1.158924   -0.0827834 ],[ 0.67153305 -0.85498263 -0.03856603],[-0.45303699 -1.19204979 -0.07476048],[-1.22860979 -0.3799792  -0.01882985],[ 0.27939658 -1.2336959  -0.09302289],[0.09327845 1.1360491  0.17318719],[-1.1303557  -0.23397526 -0.00597357]
106,[-1.23992464 -0.38180569 -0.03632535],[-1.20309122  0.20943167  0.00229906],[-1.23992464 -0.38180569 -0.03632535],[-0.0308203   1.05925176  0.12621444],[-0.20368014 -1.15958499 -0.08284151],[ 0.67465016 -0.85252998 -0.03845859],[-0.44961176 -1.19333834 -0.07488124],[-1.22752546 -0.38345843 -0.01901764],[ 0.28297957 -1.23288059 -0.0930016 ],[0.08943769 1.13633587 0.17333181],[-1.12956844 -0.23774352 -0.00610479]
